序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1833,002384,东山精密,17.71,-0.06,-0.01,182172.0,324601307.15,1.92,18.04,17.7,17.71,17.72,1.1,1.31,17.04,1.75,30281750361.0,24621776271.0,-0.11,-0.11,-2.15,-28.07
1834,000799,酒鬼酒,68.92,-0.06,-0.04,28701.0,198025800.55,1.51,69.55,68.51,68.96,68.96,0.75,0.88,35.08,5.32,22394105302.0,22394105302.0,0.28,0.33,-26.82,-49.56
1835,300667,必创科技,16.67,-0.06,-0.01,31466.0,53053798.0,3.24,17.13,16.59,16.59,16.68,0.67,1.93,165.71,2.7,3380090700.0,2715209533.0,-0.06,0.0,1.03,9.89
1836,002705,新宝股份,15.84,-0.06,-0.01,85046.0,134526325.63,2.15,16.01,15.67,15.82,15.85,1.72,1.03,13.35,1.77,13095368035.0,13035819504.0,0.96,0.83,-10.91,-2.52
1837,603208,江山欧派,31.25,-0.06,-0.02,8021.0,25062106.0,1.44,31.47,31.02,31.11,31.27,0.91,0.45,14.25,3.95,5536646063.0,5536646063.0,0.32,0.22,-21.84,-31.6
1838,603393,新天然气,31.1,-0.06,-0.02,36444.0,114304909.0,2.44,31.76,31.0,31.25,31.12,1.29,0.97,14.61,1.89,13183953270.0,11697579618.0,-0.16,0.0,16.87,46.91
1839,603599,广信股份,15.5,-0.06,-0.01,40834.0,63165471.0,1.68,15.62,15.36,15.45,15.51,0.92,0.45,8.0,1.51,14109174848.0,14084127049.0,0.0,-0.19,-23.31,-23.61
1840,300803,指南针,61.16,-0.07,-0.04,100655.0,614613705.97,2.79,61.84,60.13,60.76,61.2,1.01,2.49,-462.57,14.3,25007015115.0,24714869758.0,-0.02,0.11,2.22,33.77
1841,301086,鸿富瀚,45.65,-0.07,-0.03,3742.0,17224314.0,2.08,46.6,45.65,45.7,45.68,0.86,1.15,30.25,2.15,4108500000.0,1483476638.0,-0.13,-0.22,1.44,22.65
1842,300012,华测检测,15.09,-0.07,-0.01,119733.0,181109143.6,1.06,15.22,15.06,15.09,15.1,1.5,0.78,25.71,4.18,25393877749.0,23041727063.0,-0.26,-0.26,-19.05,-32.15
1843,300389,艾比森,15.07,-0.07,-0.01,28660.0,43452167.0,1.66,15.31,15.06,15.1,15.08,0.86,1.25,18.74,4.08,5483277836.0,3459815689.0,0.0,-0.07,-7.26,78.77
1844,000933,神火股份,15.01,-0.07,-0.01,112524.0,169049958.51,0.93,15.1,14.96,15.02,15.02,0.51,0.5,6.18,1.89,33787309001.0,33591582279.0,-0.07,-0.07,-10.81,7.52
1845,603131,上海沪工,14.72,-0.07,-0.01,57028.0,84490050.0,2.17,15.03,14.71,14.75,14.73,0.72,1.79,79.53,3.62,4680796358.0,4680796358.0,-0.07,-0.14,5.67,34.06
1846,601166,兴业银行,14.11,-0.07,-0.01,359618.0,508481336.0,0.85,14.21,14.09,14.1,14.12,0.77,0.17,3.38,0.42,293125230969.0,293125230969.0,-0.07,-0.07,-12.9,-13.96
1847,688503,聚和材料,56.28,-0.07,-0.04,6524.0,36941666.0,2.27,57.41,56.13,56.3,56.32,0.7,1.7,15.86,1.9,9321537424.0,2165890551.0,0.0,-0.09,-20.62,-43.94
1848,301166,优宁维,40.4,-0.07,-0.03,6969.0,28085858.27,1.66,40.68,40.01,40.43,40.43,0.84,1.69,65.19,1.65,3501333387.0,1667262267.0,-0.05,0.0,3.99,-9.88
1849,603895,天永智能,26.23,-0.08,-0.02,37490.0,99377324.0,6.63,27.5,25.76,26.37,26.25,1.84,3.47,258.79,5.91,2834938400.0,2834938400.0,-0.23,0.96,10.58,8.66
1850,688523,航天环宇,25.98,-0.08,-0.02,21229.0,55324291.0,2.65,26.49,25.8,25.82,26.0,1.09,5.83,155.44,6.66,10570742400.0,946305237.0,0.12,0.23,-8.87,18.85
1851,601615,明阳智能,12.79,-0.08,-0.01,226597.0,290587823.0,1.25,12.92,12.76,12.9,12.8,0.94,1.0,17.75,1.02,29055800245.0,28937483792.0,-0.16,-0.16,-18.12,-48.76
1852,001378,德冠新材,37.89,-0.08,-0.03,16201.0,61634728.89,1.53,38.39,37.81,37.94,37.92,0.81,5.14,37.42,2.71,5052010104.0,1193180387.0,-0.03,-0.08,19.6,19.6
1853,603278,大业股份,12.35,-0.08,-0.01,66778.0,83157490.0,3.07,12.68,12.3,12.42,12.36,0.59,2.08,28.18,2.22,3961577252.0,3961163527.0,0.08,0.32,5.11,79.51
1854,603703,盛洋科技,12.25,-0.08,-0.01,27156.0,33256762.0,1.88,12.4,12.17,12.27,12.26,0.59,0.65,465.58,6.0,5083530970.0,5083530970.0,-0.41,-0.16,17.9,20.45
1855,603280,南方路机,23.38,-0.09,-0.02,10516.0,24556115.0,2.82,23.69,23.03,23.54,23.4,0.81,3.76,21.03,2.07,2534547874.0,653276174.0,1.17,1.3,-4.26,-3.31
1856,300659,中孚信息,23.26,-0.09,-0.02,57650.0,135001830.0,2.58,23.76,23.16,23.44,23.28,0.92,3.76,-14.78,5.66,5246078008.0,3569764372.0,-0.04,-0.04,-10.23,-12.79
1857,603105,芯能科技,11.38,-0.09,-0.01,34781.0,39710818.0,1.32,11.5,11.35,11.4,11.39,0.89,0.7,22.98,3.01,5690000000.0,5690000000.0,-0.09,0.09,-16.2,-22.11
1858,000062,深圳华强,11.31,-0.09,-0.01,27015.0,30730633.49,1.94,11.46,11.24,11.34,11.32,0.92,0.26,21.61,1.65,11829234432.0,11813832508.0,0.0,-0.18,-2.16,-4.64
1859,838971,天马新材,10.96,-0.09,-0.01,53232.0,59099375.95,6.2,11.49,10.81,10.97,10.97,0.83,16.6,37.4,2.61,1163162902.0,351499004.0,0.37,0.55,42.52,23.7
1860,002038,双鹭药业,10.88,-0.09,-0.01,376587.0,412289546.62,3.95,11.15,10.72,10.75,10.89,0.59,4.42,26.4,1.97,11177568000.0,9263999432.0,-0.09,-0.09,23.64,33.99
1861,603693,江苏新能,10.8,-0.09,-0.01,15848.0,17205633.0,1.11,10.92,10.8,10.83,10.81,0.75,0.2,19.0,1.52,9627939504.0,8676720000.0,-0.18,-0.09,-11.76,-15.49
1862,002387,维信诺,10.75,-0.09,-0.01,180163.0,194063971.39,2.97,11.0,10.68,10.76,10.76,1.13,1.3,-4.41,1.62,14934966110.0,14873591146.0,-0.09,0.0,31.26,69.56
1863,688052,纳芯微,160.15,-0.09,-0.15,31263.0,507906955.0,4.67,165.48,158.0,159.97,160.3,1.5,3.41,-68.24,3.63,22825928545.0,14663344250.0,-1.95,-2.61,28.12,-29.23
1864,301090,华润材料,10.62,-0.09,-0.01,17784.0,18950718.02,0.85,10.71,10.62,10.65,10.63,0.96,0.8,26.65,2.18,15785131019.0,2356630919.0,-0.19,0.0,-1.03,6.41
1865,000878,云南铜业,10.58,-0.09,-0.01,117238.0,124081847.45,1.04,10.66,10.55,10.6,10.59,0.63,0.59,10.47,1.51,21198387520.0,21197997710.0,0.0,0.0,-11.02,-6.78
1866,688152,麒麟信安,84.0,-0.1,-0.08,26647.0,226381285.0,6.89,87.99,82.2,84.06,84.08,1.26,8.83,-146.84,5.23,6614045676.0,2536253412.0,1.44,1.29,-14.0,-26.55
1867,301498,乖宝宠物,41.8,-0.1,-0.04,9346.0,39047766.13,1.82,42.2,41.44,42.18,41.84,0.86,2.49,39.89,4.72,16721860100.0,1570012013.0,0.0,0.22,-2.34,4.53
1868,300772,运达股份,10.29,-0.1,-0.01,39187.0,40424756.81,1.46,10.42,10.27,10.38,10.3,0.83,0.57,21.58,1.42,7224386273.0,7078591266.0,0.0,-0.1,-7.8,-30.33
1869,688238,和元生物,10.22,-0.1,-0.01,171665.0,173741877.0,4.69,10.38,9.9,10.24,10.23,0.93,3.91,-69.8,3.12,6616766282.0,4488584224.0,0.39,0.1,7.81,-30.29
1870,603855,华荣股份,19.45,-0.1,-0.02,10355.0,20159170.0,1.64,19.65,19.33,19.51,19.47,0.6,0.31,16.34,3.71,6565522550.0,6436082800.0,-0.21,-0.15,-10.82,-11.99
1871,300596,利安隆,28.47,-0.11,-0.03,10032.0,28600863.59,1.89,28.84,28.3,28.69,28.5,1.05,0.47,17.33,1.62,6537271919.0,6104796192.0,0.14,0.28,-18.96,-47.5
1872,605090,九丰能源,28.3,-0.11,-0.03,67603.0,194254108.0,3.35,29.23,28.28,28.77,28.33,0.85,2.6,11.74,2.37,17699216879.0,7352617029.0,-0.11,-0.25,23.96,41.15
1873,688459,哈铁科技,9.39,-0.11,-0.01,15117.0,14218555.0,1.17,9.47,9.36,9.42,9.4,0.47,1.31,114.71,1.39,4507200000.0,1085312520.0,0.11,0.11,-5.53,4.57
1874,603633,徕木股份,9.37,-0.11,-0.01,81393.0,76753172.0,2.35,9.56,9.34,9.41,9.38,0.45,1.91,45.62,2.1,3999217365.0,3999217365.0,0.0,0.11,5.76,-16.04
1875,300713,英可瑞,18.72,-0.11,-0.02,33656.0,63580546.1,2.93,19.15,18.6,18.71,18.74,0.42,3.89,-109.56,4.43,2971222750.0,1621637447.0,-0.11,-0.11,4.29,47.87
1876,301169,零点有数,64.99,-0.11,-0.07,81360.0,517297430.08,4.76,65.0,61.9,63.58,65.06,0.89,28.93,-130.71,7.47,4694862912.0,1827657099.0,0.0,0.63,7.49,115.91
1877,300579,数字认证,27.78,-0.11,-0.03,26927.0,75109640.5,2.3,28.2,27.56,27.9,27.81,1.03,1.03,-285.54,8.11,7500600000.0,7274774630.0,0.0,0.22,-12.26,15.27
1878,603206,嘉环科技,18.47,-0.11,-0.02,50942.0,94597780.0,2.87,18.86,18.33,18.49,18.49,0.75,5.84,38.19,2.65,5637043778.0,1610583778.0,0.05,-0.11,7.2,22.56
1879,600699,均胜电子,18.46,-0.11,-0.02,160217.0,295481391.0,1.89,18.62,18.27,18.48,18.48,0.81,1.17,25.05,1.93,26004630484.0,25254842159.0,0.0,0.0,2.27,32.33
1880,002925,盈趣科技,18.18,-0.11,-0.02,24501.0,44786429.84,1.59,18.44,18.15,18.25,18.2,0.73,0.33,31.91,2.84,14189448459.0,13364667763.0,0.11,-0.05,-1.2,15.65
1881,603288,海天味业,36.35,-0.11,-0.04,60896.0,222248437.0,1.84,36.88,36.21,36.3,36.39,0.56,0.11,35.02,7.35,202127829774.0,202127829774.0,0.03,-0.05,-7.08,-44.71
1882,688608,恒玄科技,135.95,-0.11,-0.15,16384.0,221584207.0,2.33,136.97,133.8,135.86,136.1,2.14,2.06,103.92,2.68,16318718553.0,10793684722.0,-0.11,0.5,10.17,19.25
1883,301301,川宁生物,8.67,-0.12,-0.01,69425.0,60231878.79,1.15,8.73,8.63,8.68,8.68,0.9,3.12,22.58,2.9,19271676000.0,1931676000.0,-0.23,-0.34,-1.14,-2.14
1884,000525,ST红太阳,8.59,-0.12,-0.01,24385.0,20929394.0,1.28,8.65,8.54,8.57,8.6,0.38,0.42,159.53,3.92,4988838979.0,4987501473.0,0.0,0.0,-2.5,-25.95
1885,688786,悦安新材,42.92,-0.12,-0.05,3946.0,17053179.0,2.61,43.72,42.6,42.97,42.97,1.19,0.74,46.64,5.45,3673747701.0,2297893451.0,-0.19,-0.19,-1.15,5.02
1886,300706,阿石创,25.31,-0.12,-0.03,27530.0,69849274.0,2.37,25.7,25.1,25.46,25.34,0.97,2.43,210.1,5.14,3868696750.0,2866876330.0,0.0,0.0,-7.26,10.09
1887,603275,众辰科技,41.29,-0.12,-0.05,9098.0,37593155.0,1.52,41.68,41.05,41.25,41.34,0.98,2.5,30.83,2.36,6142789728.0,1504888289.0,0.0,0.05,-16.62,-17.37
1888,688279,峰岹科技,115.24,-0.12,-0.14,6638.0,77294880.0,2.91,117.98,114.62,115.3,115.38,1.78,1.2,64.38,4.54,10643955911.0,6352780856.0,-1.95,-1.9,20.08,34.59
1889,600299,安迪苏,7.69,-0.13,-0.01,107500.0,83121439.0,2.21,7.81,7.64,7.76,7.7,2.98,0.4,-449.57,1.41,20623820789.0,20623820789.0,0.0,0.0,-6.22,-5.18
1890,600719,大连热电,7.6,-0.13,-0.01,63181.0,48100037.0,1.71,7.7,7.57,7.66,7.61,0.66,1.56,16.64,5.26,3074956960.0,3074956960.0,0.13,0.13,2.7,49.61
1891,600998,九州通,7.39,-0.14,-0.01,78865.0,58489033.0,1.62,7.48,7.36,7.4,7.4,0.86,0.2,11.88,1.23,28886709323.0,28886709323.0,-0.27,-0.14,1.93,22.96
1892,688317,之江生物,22.16,-0.14,-0.03,10754.0,23843718.0,2.43,22.47,21.93,22.13,22.19,0.87,0.87,93.41,1.08,4314648396.0,2741918626.0,-0.14,-0.14,0.54,-31.18
1893,688037,芯源微,139.81,-0.14,-0.19,32226.0,451492258.0,3.24,142.69,138.15,140.19,140.0,1.74,2.34,65.65,8.31,19277983008.0,19277983008.0,-0.11,-0.09,-3.4,32.56
1894,688045,必易微,43.33,-0.14,-0.06,4757.0,20768809.0,2.49,44.3,43.22,43.47,43.39,1.04,1.31,-156.52,2.19,2991890527.0,1567718180.0,-0.12,-0.14,-12.82,-20.79
1895,600779,水井坊,57.65,-0.14,-0.08,25603.0,147370286.0,1.84,57.96,56.9,57.69,57.73,0.77,0.52,20.65,6.79,28154034595.0,28154034595.0,-0.16,-0.21,-20.15,-31.1
1896,300238,冠昊生物,14.1,-0.14,-0.02,34642.0,48897543.0,1.63,14.28,14.05,14.22,14.12,1.07,1.31,67.94,7.06,3738695384.0,3738390556.0,0.0,0.0,9.47,37.16
1897,002635,安洁科技,14.08,-0.14,-0.02,59038.0,84154773.72,3.05,14.48,14.05,14.13,14.1,1.06,1.46,30.0,1.62,9467914185.0,5692345345.0,0.14,0.0,4.53,15.88
1898,831445,龙竹科技,7.0,-0.14,-0.01,47468.0,33498334.38,5.42,7.26,6.88,6.99,7.01,0.69,5.13,73.36,2.76,1043399175.0,647195318.0,0.0,0.14,59.82,9.55
1899,600198,大唐电信,6.84,-0.15,-0.01,81343.0,55885972.0,2.19,6.95,6.8,6.8,6.85,0.83,0.92,-53.2,24.09,8985768917.0,6022310387.0,0.0,-0.15,7.89,15.54
1900,000401,冀东水泥,6.81,-0.15,-0.01,163869.0,111505239.09,1.17,6.85,6.77,6.81,6.82,2.1,1.06,-42.13,0.61,18102441637.0,10537111509.0,0.0,0.0,-10.75,-15.72
1901,002119,康强电子,13.59,-0.15,-0.02,151288.0,206975333.03,2.5,13.87,13.53,13.57,13.61,1.52,4.03,64.02,4.0,5100109560.0,5100109560.0,-0.73,-0.59,6.59,19.21
1902,601128,常熟银行,6.74,-0.15,-0.01,215522.0,145454165.0,1.63,6.8,6.69,6.75,6.75,1.44,0.82,5.5,0.78,18473549978.0,17816326997.0,-0.15,0.0,-6.78,-7.67
1903,600089,特变电工,13.47,-0.15,-0.02,240281.0,325537423.0,1.85,13.7,13.45,13.53,13.49,1.01,0.48,5.44,1.14,68060004010.0,68060004010.0,0.15,0.0,-7.49,-7.61
1904,600587,新华医疗,26.34,-0.15,-0.04,50054.0,132709608.0,2.65,26.85,26.15,26.21,26.38,0.78,1.13,15.93,1.7,12292403590.0,11678210868.0,-0.19,-0.04,9.52,23.84
1905,002966,苏州银行,6.41,-0.16,-0.01,223074.0,143887970.62,1.4,6.49,6.4,6.43,6.42,1.48,0.63,4.69,0.62,23503791215.0,22843789122.0,-0.16,-0.16,-7.64,-13.96
1906,688579,山大地纬,12.68,-0.16,-0.02,68821.0,87189940.0,3.15,12.87,12.47,12.8,12.7,0.73,1.72,121.93,3.87,5072126800.0,5072126800.0,-0.08,0.08,-8.12,30.18
1907,300813,泰林生物,25.32,-0.16,-0.04,8096.0,20600984.1,2.13,25.79,25.25,25.59,25.36,1.01,1.38,96.84,4.64,2751757926.0,1488806556.0,0.0,-0.24,5.32,-28.7
1908,300951,博硕科技,63.28,-0.16,-0.1,22992.0,146139494.14,3.39,64.6,62.45,63.5,63.38,0.71,4.02,27.34,3.52,7636124160.0,3619603344.0,0.4,0.48,38.05,36.5
1909,300376,易事特,6.27,-0.16,-0.01,132973.0,83567699.0,1.59,6.35,6.25,6.31,6.28,0.88,0.57,20.98,2.1,14598067785.0,14576720554.0,0.16,0.16,2.12,-7.93
1910,300983,尤安设计,30.85,-0.16,-0.05,7230.0,22225451.9,1.68,31.11,30.59,31.11,30.9,1.41,2.26,-108.44,1.3,3948800000.0,987200000.0,0.1,0.16,-2.65,11.37
1911,301252,同星科技,43.01,-0.16,-0.07,9259.0,40184139.0,1.97,43.85,43.0,43.11,43.08,0.96,4.63,26.33,3.06,3440800000.0,860200000.0,0.0,-0.14,-11.81,36.63
1912,300842,帝科股份,67.39,-0.16,-0.11,12644.0,85819144.66,1.59,68.45,67.38,67.98,67.5,0.6,1.47,17.31,5.53,6755847500.0,5780242335.0,-0.01,-0.01,1.83,31.13
1913,600487,亨通光电,12.09,-0.17,-0.02,464316.0,561411783.0,2.31,12.24,11.96,12.13,12.11,1.91,1.88,12.4,1.2,29822822003.0,29822822003.0,0.0,-0.08,-13.95,-19.29
1914,603068,博通集成,29.9,-0.17,-0.05,22282.0,67340344.0,3.11,30.78,29.85,29.94,29.95,0.82,1.48,-37.34,2.63,4497706483.0,4497706483.0,0.0,-0.1,7.55,5.06
1915,002609,捷顺科技,11.88,-0.17,-0.02,150181.0,178103138.0,2.86,12.04,11.7,11.87,11.9,0.54,3.29,68.65,3.16,7690912428.0,5420469673.0,-0.34,-0.59,8.79,32.44
1916,300510,金冠股份,5.87,-0.17,-0.01,146844.0,86251282.68,2.04,5.94,5.82,5.88,5.88,1.04,1.79,92.46,1.81,4864022064.0,4826471052.0,0.0,0.51,-15.9,9.72
1917,601229,上海银行,5.84,-0.17,-0.01,247504.0,144642454.0,0.85,5.87,5.82,5.85,5.85,1.16,0.18,3.59,0.39,82966939958.0,80870083765.0,0.0,0.17,-4.26,5.99
1918,603001,ST奥康,5.8,-0.17,-0.01,12717.0,7381191.0,0.86,5.83,5.78,5.82,5.81,1.14,0.32,-19.32,0.8,2325684000.0,2325684000.0,0.35,0.0,2.29,-9.8
1919,603883,老百姓,28.97,-0.17,-0.05,31997.0,92795585.0,1.72,29.3,28.8,29.03,29.02,0.71,0.55,17.74,2.54,16953072382.0,16870520223.0,0.07,0.24,18.88,-27.52
1920,601328,交通银行,5.71,-0.17,-0.01,1115348.0,638027529.0,1.22,5.75,5.68,5.72,5.72,1.14,0.28,4.6,0.48,424040169143.0,224122433526.0,0.0,0.0,2.51,30.66
1921,603063,禾望电气,22.83,-0.17,-0.04,18335.0,42076587.0,1.92,23.21,22.77,22.9,22.87,0.75,0.41,18.9,2.64,10118872410.0,10118872410.0,0.0,-0.09,-9.4,-17.94
1922,600468,百利电气,5.69,-0.18,-0.01,197439.0,112089072.0,1.93,5.74,5.63,5.74,5.7,0.64,1.82,48.06,3.05,6189213976.0,6189213976.0,-0.18,-0.18,2.89,42.25
1923,002429,兆驰股份,5.65,-0.18,-0.01,174373.0,98634329.83,1.77,5.71,5.61,5.66,5.66,0.87,0.39,15.08,1.75,25577214430.0,25562481552.0,0.0,0.0,8.24,65.69
1924,688558,国盛智科,28.12,-0.18,-0.05,5357.0,15138986.0,2.66,28.76,28.01,28.17,28.17,0.83,0.41,24.17,2.37,3711840000.0,3711840000.0,-0.11,-0.04,-6.64,-18.66
1925,600409,三友化工,5.56,-0.18,-0.01,312041.0,173483704.0,1.44,5.6,5.52,5.57,5.57,2.02,1.51,24.75,0.86,11477782931.0,11477782931.0,0.36,0.54,-9.3,-13.93
1926,600285,羚锐制药,16.65,-0.18,-0.03,49472.0,82712956.0,1.8,16.83,16.53,16.61,16.68,0.98,0.88,15.19,3.48,9442947467.0,9377067413.0,-0.3,-0.18,7.84,33.84
1927,300546,雄帝科技,16.59,-0.18,-0.03,28987.0,48580140.0,2.83,16.99,16.52,16.68,16.62,1.3,2.23,-224.51,2.86,3077854624.0,2157268539.0,-0.18,-0.18,-10.42,1.1
1928,300790,宇瞳光学,16.32,-0.18,-0.03,80897.0,132996765.5,2.75,16.69,16.24,16.32,16.35,0.47,3.27,99.01,2.95,5476122405.0,4040394232.0,0.0,0.12,17.07,9.53
1929,300615,欣天科技,15.9,-0.19,-0.03,17397.0,27772004.8,2.26,16.18,15.82,16.01,15.93,0.79,1.35,29.18,5.62,3043708380.0,2055998345.0,-0.06,0.0,-4.1,42.73
1930,600079,人福医药,26.43,-0.19,-0.05,97572.0,258236485.0,2.08,26.67,26.12,26.12,26.48,0.59,0.64,18.29,2.58,43143303001.0,40604164179.0,-0.26,-0.08,16.38,11.38
1931,600582,天地科技,5.24,-0.19,-0.01,263801.0,138938265.0,1.52,5.3,5.22,5.25,5.25,1.28,0.64,8.25,0.96,21686205794.0,21686205794.0,-0.19,0.19,-1.32,4.8
1932,600345,长江通信,20.82,-0.19,-0.04,25160.0,52720448.0,2.59,21.28,20.74,20.82,20.86,0.88,1.27,28.97,1.7,4122360000.0,4122360000.0,0.0,-0.1,8.55,34.93
1933,001203,大中矿业,10.37,-0.19,-0.02,36468.0,37936002.14,1.64,10.53,10.36,10.5,10.39,0.76,0.84,14.15,2.92,15638183868.0,4490223989.0,-0.1,-0.1,-5.47,-17.89
1934,300144,宋城演艺,10.27,-0.19,-0.02,185556.0,190475225.0,1.36,10.35,10.21,10.26,10.29,0.91,0.82,25.64,3.25,26908365791.0,23332049945.0,0.2,0.1,-19.83,-29.42
1935,300236,上海新阳,35.75,-0.2,-0.07,22634.0,81342660.71,2.26,36.39,35.58,35.81,35.82,1.2,0.81,73.81,2.54,11203385122.0,9953469133.0,0.0,-0.11,-8.94,29.34
1936,601187,厦门银行,5.1,-0.2,-0.01,67087.0,34300836.0,0.78,5.13,5.09,5.1,5.11,0.97,0.52,4.89,0.58,13459552229.0,6540640370.0,0.0,-0.2,-6.59,-6.25
1937,000539,粤电力Ａ,5.05,-0.2,-0.01,298237.0,151754527.32,1.98,5.14,5.04,5.06,5.06,1.61,1.17,11.52,1.21,26513934129.0,12897254080.0,0.0,-0.2,-19.07,-9.01
1938,600916,中国黄金,10.0,-0.2,-0.02,65802.0,65764830.0,0.8,10.04,9.96,10.03,10.02,0.54,0.8,17.01,2.35,16800000000.0,8221500000.0,0.2,0.2,-9.17,-18.96
1939,002950,奥美医疗,9.97,-0.2,-0.02,39129.0,39225627.96,1.4,10.1,9.96,10.03,9.99,1.09,0.87,31.48,1.97,6313656108.0,4506392234.0,0.0,-0.1,3.85,-18.21
1940,688028,沃尔德,24.91,-0.2,-0.05,24767.0,62432242.0,3.49,25.68,24.81,24.88,24.96,1.14,1.81,38.47,2.02,3821526399.0,3413454565.0,0.36,0.36,16.95,12.61
1941,688660,电气风电,4.97,-0.2,-0.01,43485.0,21615941.0,2.01,5.03,4.93,5.0,4.98,1.11,0.82,-7.62,1.02,6626666998.0,2650666998.0,0.61,0.4,-0.4,-17.3
1942,601598,中国外运,4.97,-0.2,-0.01,282707.0,139712413.0,2.01,5.0,4.9,5.0,4.98,0.7,0.54,8.59,0.99,36252257869.0,26121906869.0,0.0,0.0,-2.93,38.06
1943,002060,粤 水 电,4.97,-0.2,-0.01,82832.0,41444443.8,1.61,5.05,4.97,4.99,4.98,1.18,0.69,14.75,1.51,18659334413.0,5974417334.0,-0.2,-0.2,-13.41,-26.15
1944,002981,朝阳科技,34.57,-0.2,-0.07,24305.0,84299611.75,3.46,35.2,34.0,34.0,34.64,0.46,2.87,32.47,3.87,3318720000.0,2929807500.0,-0.12,-0.12,29.33,17.71
1945,688479,友车科技,24.67,-0.2,-0.05,5292.0,13087402.0,1.17,24.89,24.6,24.61,24.72,0.64,1.49,29.03,1.9,3560310258.0,877936816.0,-0.04,0.0,-14.04,-27.42
1946,603125,常青科技,29.33,-0.2,-0.06,10353.0,30522584.0,1.26,29.68,29.31,29.31,29.39,0.74,2.15,25.61,2.66,5647491500.0,1411946200.0,-0.03,0.0,-20.71,13.29
1947,002851,麦格米特,24.36,-0.2,-0.05,31807.0,77625627.92,1.72,24.63,24.21,24.35,24.41,1.17,0.77,18.96,3.01,12202665884.0,10080587163.0,0.12,-0.04,-19.2,-5.98
1948,001314,亿道信息,48.5,-0.21,-0.1,144520.0,722314558.68,9.18,52.55,48.09,49.5,48.6,1.5,41.16,54.35,3.4,6886956350.0,1702907750.0,0.79,0.66,23.0,40.58
1949,300855,图南股份,29.04,-0.21,-0.06,23569.0,68369991.67,2.85,29.5,28.67,29.32,29.1,1.22,0.83,33.03,6.53,11479722540.0,8246108057.0,-0.07,0.0,-14.13,-19.15
1950,600210,紫江企业,4.79,-0.21,-0.01,201509.0,97003907.0,1.25,4.84,4.78,4.81,4.8,1.47,1.33,12.08,1.3,7265166197.0,7265166197.0,0.0,0.0,-11.79,0.84
1951,001380,华纬科技,33.53,-0.21,-0.07,15837.0,53534912.54,2.65,34.26,33.37,33.74,33.6,0.94,4.92,29.55,2.9,4321346400.0,1080336600.0,0.0,0.15,4.03,17.36
1952,300765,新诺威,38.04,-0.21,-0.08,558395.0,2061562021.54,9.52,38.56,34.93,36.6,38.12,2.01,5.37,57.25,9.07,44535031538.0,39541071600.0,-0.05,-0.29,193.29,338.25
1953,301321,翰博高新,18.93,-0.21,-0.04,77439.0,147615999.18,5.06,19.68,18.72,18.81,18.97,0.95,4.15,34.58,2.58,3529214550.0,3529214550.0,0.21,0.0,19.58,51.8
1954,688277,天智航-U,13.97,-0.21,-0.03,48920.0,68649218.0,1.64,14.16,13.93,13.99,14.0,1.32,1.44,-65.32,4.76,6278005388.0,4739716161.0,-0.07,-0.14,3.18,17.49
1955,603799,华友钴业,32.15,-0.22,-0.07,181562.0,585383133.0,2.39,32.79,32.02,32.66,32.22,0.61,1.08,13.68,1.71,54979232782.0,54215611673.0,-0.22,-0.16,-19.46,-42.0
1956,301141,中科磁业,50.09,-0.22,-0.11,26186.0,131157679.02,3.25,50.83,49.2,49.2,50.2,0.96,12.22,87.31,3.53,4437709425.0,1073022670.0,-0.04,-0.16,-13.79,22.17
1957,300976,达瑞电子,49.9,-0.22,-0.11,6885.0,34641572.1,3.3,51.33,49.68,49.68,50.01,1.18,1.79,74.86,1.51,4768673540.0,1920160184.0,0.0,-0.08,5.79,22.54
1958,002126,银轮股份,17.99,-0.22,-0.04,201350.0,354491444.87,4.22,18.06,17.3,18.02,18.03,2.41,2.67,24.45,2.83,14461453921.0,13583320734.0,-0.06,0.84,1.75,45.9
1959,688150,莱特光电,22.42,-0.22,-0.05,10580.0,23803200.0,2.27,22.8,22.29,22.32,22.47,0.35,0.6,120.84,5.38,9022650656.0,3968121786.0,0.0,0.18,27.97,16.47
1960,300522,世名科技,13.37,-0.22,-0.03,48475.0,65133307.6,2.46,13.62,13.29,13.3,13.4,0.62,2.22,92.79,5.26,4311176649.0,2920803528.0,-0.07,0.07,16.77,67.96
1961,300725,药石科技,40.01,-0.22,-0.09,28726.0,115075704.1,1.3,40.33,39.81,40.21,40.1,0.86,1.71,38.89,2.98,7988581046.0,6737123700.0,0.0,0.03,-4.62,-50.24
1962,002349,精华制药,8.89,-0.22,-0.02,119443.0,106344716.0,1.46,8.95,8.82,8.94,8.91,0.76,1.47,27.79,2.86,7238068272.0,7218736087.0,0.45,0.0,-4.1,-25.92
1963,603699,纽威股份,13.32,-0.22,-0.03,34335.0,45822273.0,1.8,13.48,13.24,13.35,13.35,1.31,0.46,12.91,2.76,10128375979.0,9977505840.0,0.23,0.15,-9.33,24.02
1964,833819,颖泰生物,4.43,-0.23,-0.01,74070.0,32925772.24,2.48,4.49,4.38,4.45,4.44,0.79,0.61,26.53,0.92,5430294000.0,5351753423.0,0.23,0.0,5.48,-12.97
